file name,count,true count,counted,accuracy
gt_1.mp4,25,18,24.0,96.0
gt_2.mp4,25,22,23.0,92.0
gt_3.mp4,78,36,48.0,61.53846153846153
gt_4.mp4,39,27,29.0,74.35897435897436
