file,true count,counted,accuracy
VID_20220604_121038_00_001.mp4,7,,
VID_20220604_121639_00_002.mp4,31,,
VID_20220604_122711_00_003.mp4,13,,
VID_20220604_123639_00_004.mp4,18,,
VID_20220604_124243_00_005.mp4,8,,
